name,latitude,longitude,prefecture,description,url
大仙公園,34.560178,135.482486,大阪府,大仙公園とは、大阪府堺市にある公園・城跡の心霊スポットです。正体不明、少女、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4134&utm_source=mymap
高野山奥の院 姿見の井戸,34.217539,135.601971,大阪府,高野山奥の院 姿見の井戸とは、和歌山県高野町にあるその他の心霊スポットです。老爺、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4142&utm_source=mymap
大浜公園,34.580093,135.461479,大阪府,大浜公園とは、大阪府堺市にある公園・城跡の心霊スポットです。少年、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4156&utm_source=mymap
法円坂,34.681142,135.521268,大阪府,法円坂とは、大阪府大阪市にある道・峠の心霊スポットです。正体不明、少女、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4165&utm_source=mymap
丸全踏切,34.614767,135.601238,大阪府,丸全踏切とは、大阪府八尾市にある駅・踏切の心霊スポットです。少女、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4179&utm_source=mymap
安中踏切,34.612519,135.60414,大阪府,安中踏切とは、大阪府八尾市にある駅・踏切の心霊スポットです。老爺、老婆、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4180&utm_source=mymap
ホテルステージ,34.521693,135.436596,大阪府,ホテルステージとは、大阪府高石市にあるホテル・旅館の心霊スポットです。正体不明、少女、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4186&utm_source=mymap
市民の森(八尾市),34.615868,135.6396,大阪府,市民の森(八尾市)とは、大阪府八尾市にある山・森の心霊スポットです。男性、老婆、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4197&utm_source=mymap
蛇島(船岡山),34.279006,135.4545,大阪府,蛇島(船岡山)とは、和歌山県かつらぎ町にある川・滝の心霊スポットです。少女、動物、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4205&utm_source=mymap
八幡屋公園,34.660099,135.446294,大阪府,八幡屋公園とは、大阪府大阪市にある公園・城跡の心霊スポットです。男性、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4212&utm_source=mymap
トーテムポールの家,34.695741,135.741829,大阪府,トーテムポールの家とは、奈良県奈良市にある住居の心霊スポットです。老婆、女性、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=4245&utm_source=mymap
